account_id,account_type,account_status,opened_date,closed_date
A001043,TRANSACTION,ACTIVE,2019-05-03,
A001044,TRANSACTION,ACTIVE,2020-07-23,
A001045,TRANSACTION,ACTIVE,2022-08-15,
A001046,SAVINGS,ACTIVE,2025-08-11,
A001047,TRANSACTION,ACTIVE,2022-08-30,
A001048,TRANSACTION,ACTIVE,2023-06-30,
A001049,SAVINGS,ACTIVE,2023-10-29,
A001050,SAVINGS,ACTIVE,2025-03-21,
A001051,TRANSACTION,ACTIVE,2018-12-18,
A001052,SAVINGS,ACTIVE,2022-10-30,
A001053,TRANSACTION,ACTIVE,2023-07-02,
A001054,SAVINGS,ACTIVE,2022-08-12,
A001055,TRANSACTION,ACTIVE,2026-08-08,
A001056,TRANSACTION,CLOSED,2025-03-01,2026-07-08
A001057,SAVINGS,ACTIVE,2025-04-28,
A001058,SAVINGS,ACTIVE,2019-03-25,
A001059,TRANSACTION,CLOSED,2024-04-16,2026-06-29
A001060,SAVINGS,ACTIVE,2024-11-03,
A001061,TRANSACTION,ACTIVE,2021-03-31,
A001062,TRANSACTION,DORMANT,2023-06-06,
A001063,SAVINGS,ACTIVE,2024-09-17,
A001064,SAVINGS,ACTIVE,2020-11-17,
A001065,TRANSACTION,ACTIVE,2019-10-25,
A001066,SAVINGS,ACTIVE,2018-04-30,
A001067,TRANSACTION,ACTIVE,2025-05-05,
A001068,TRANSACTION,DORMANT,2020-03-19,
A001069,SAVINGS,ACTIVE,2026-04-16,
A001070,TRANSACTION,ACTIVE,2024-12-19,
A001071,SAVINGS,ACTIVE,2019-06-05,
A001072,TRANSACTION,ACTIVE,2019-06-27,
A001073,TRANSACTION,ACTIVE,2019-10-22,
A001074,TRANSACTION,ACTIVE,2024-10-23,
A001075,TRANSACTION,DORMANT,2021-04-15,
A001076,TRANSACTION,ACTIVE,2018-12-23,
A001077,SAVINGS,ACTIVE,2021-12-17,
A001078,SAVINGS,ACTIVE,2023-06-03,
A001079,SAVINGS,ACTIVE,2021-07-19,
A001080,TRANSACTION,ACTIVE,2026-01-04,
A001081,SAVINGS,ACTIVE,2026-01-05,
A001082,TRANSACTION,ACTIVE,2025-08-15,
A001083,TRANSACTION,ACTIVE,2025-10-20,
A001084,SAVINGS,ACTIVE,2025-08-15,
A001085,TRANSACTION,ACTIVE,2021-09-09,
A001086,SAVINGS,CLOSED,2021-12-07,2025-03-19
A001087,TRANSACTION,ACTIVE,2019-09-04,
A001088,TRANSACTION,ACTIVE,2024-09-11,
A001089,SAVINGS,ACTIVE,2018-01-15,
A001090,TRANSACTION,ACTIVE,2021-03-21,
A001091,TRANSACTION,ACTIVE,2023-12-19,
A001092,SAVINGS,ACTIVE,2024-12-10,
A001093,SAVINGS,ACTIVE,2020-10-12,
A001094,TRANSACTION,ACTIVE,2019-01-25,
A001095,SAVINGS,ACTIVE,2023-02-21,
A001096,TRANSACTION,DORMANT,2025-09-09,
A001097,SAVINGS,ACTIVE,2023-07-14,
A001098,TRANSACTION,ACTIVE,2019-09-01,
A001099,TRANSACTION,ACTIVE,2021-12-05,
A001100,TRANSACTION,DORMANT,2019-03-28,
A001101,TRANSACTION,ACTIVE,2020-12-04,
A001102,TRANSACTION,ACTIVE,2020-09-29,
A001103,SAVINGS,ACTIVE,2018-12-27,
A001104,TRANSACTION,ACTIVE,2019-04-23,
A001105,TRANSACTION,ACTIVE,2020-11-30,
A001106,TRANSACTION,ACTIVE,2018-08-19,
A001107,TRANSACTION,ACTIVE,2021-07-01,
A001108,TRANSACTION,ACTIVE,2024-03-08,
A001109,TRANSACTION,ACTIVE,2018-10-14,
A001110,TRANSACTION,DORMANT,2019-12-15,
A001111,SAVINGS,DORMANT,2018-06-28,
A001112,TRANSACTION,ACTIVE,2023-09-26,
A001113,SAVINGS,DORMANT,2024-06-14,
A001114,SAVINGS,ACTIVE,2020-01-10,
A001115,TRANSACTION,ACTIVE,2018-07-12,
A001116,TRANSACTION,ACTIVE,2020-01-18,
A001117,TRANSACTION,ACTIVE,2023-05-02,
A001118,SAVINGS,ACTIVE,2024-12-24,
A001119,SAVINGS,ACTIVE,2023-12-21,
A001120,SAVINGS,ACTIVE,2019-04-13,
A001121,TRANSACTION,ACTIVE,2022-12-22,
A001122,TRANSACTION,ACTIVE,2024-04-11,
A001123,SAVINGS,ACTIVE,2018-09-11,
A001124,TRANSACTION,ACTIVE,2024-12-21,
A001125,TRANSACTION,ACTIVE,2022-02-22,
A001126,TRANSACTION,DORMANT,2018-07-07,
A001127,SAVINGS,CLOSED,2026-02-03,2026-08-08
A001128,TRANSACTION,ACTIVE,2019-07-03,
A001129,TRANSACTION,ACTIVE,2019-02-14,
A001130,TRANSACTION,ACTIVE,2018-11-30,
A001131,TRANSACTION,ACTIVE,2025-08-26,
A001132,TRANSACTION,ACTIVE,2021-12-20,
A001133,TRANSACTION,ACTIVE,2021-09-04,
A001134,TRANSACTION,ACTIVE,2025-02-23,
A001135,TRANSACTION,ACTIVE,2024-10-19,
A001136,SAVINGS,ACTIVE,2025-11-24,
A001137,TRANSACTION,ACTIVE,2018-02-07,
A001138,SAVINGS,ACTIVE,2019-02-01,
A001139,TRANSACTION,DORMANT,2021-05-03,
A001140,SAVINGS,ACTIVE,2019-03-16,
A001141,TRANSACTION,DORMANT,2022-07-24,
A001142,TRANSACTION,ACTIVE,2019-07-24,
A001143,SAVINGS,ACTIVE,2021-08-11,
A001144,SAVINGS,ACTIVE,2021-04-29,
A001145,TRANSACTION,ACTIVE,2023-05-21,
A001146,TRANSACTION,ACTIVE,2023-09-15,
A001147,SAVINGS,DORMANT,2019-02-10,
A001148,TRANSACTION,ACTIVE,2019-11-23,
A001149,TRANSACTION,ACTIVE,2025-09-03,
A001150,TRANSACTION,ACTIVE,2024-04-05,
A001151,SAVINGS,DORMANT,2021-12-13,
A001152,TRANSACTION,ACTIVE,2019-03-19,
A001153,SAVINGS,ACTIVE,2021-02-13,
A001154,TRANSACTION,ACTIVE,2025-10-15,
A001155,SAVINGS,ACTIVE,2023-02-09,
A001156,TRANSACTION,CLOSED,2020-04-26,2026-03-11
A001157,SAVINGS,ACTIVE,2021-03-06,
A001158,TRANSACTION,ACTIVE,2023-08-17,
A001159,TRANSACTION,ACTIVE,2022-01-05,
A001160,TRANSACTION,CLOSED,2025-08-11,2025-11-13
A001161,TRANSACTION,ACTIVE,2024-02-10,
A001162,TRANSACTION,CLOSED,2025-11-12,2026-05-05
A001163,TRANSACTION,ACTIVE,2021-11-01,
A001164,TRANSACTION,ACTIVE,2019-09-04,
A001165,TRANSACTION,ACTIVE,2019-12-31,
A001166,TRANSACTION,ACTIVE,2020-02-09,
A001167,TRANSACTION,ACTIVE,2020-03-26,
A001168,TRANSACTION,CLOSED,2024-10-23,2026-01-22
A001169,TRANSACTION,ACTIVE,2019-04-25,
A001170,SAVINGS,ACTIVE,2022-12-04,
A001171,TRANSACTION,ACTIVE,2023-06-08,
A001172,SAVINGS,ACTIVE,2019-06-14,
A001173,TRANSACTION,ACTIVE,2018-09-27,
A001174,TRANSACTION,CLOSED,2022-12-07,2024-03-04
A001175,TRANSACTION,DORMANT,2018-07-09,
A001176,SAVINGS,ACTIVE,2019-03-04,
A001177,SAVINGS,ACTIVE,2024-03-19,
A001178,TRANSACTION,ACTIVE,2020-11-06,
A001179,TRANSACTION,ACTIVE,2020-02-01,
A001180,TRANSACTION,ACTIVE,2021-07-25,
A001181,TRANSACTION,ACTIVE,2018-03-23,
A001182,SAVINGS,ACTIVE,2021-06-25,
A001183,SAVINGS,CLOSED,2021-09-18,2026-04-25
A001184,SAVINGS,ACTIVE,2025-02-03,
A001185,SAVINGS,ACTIVE,2020-04-28,
A001186,SAVINGS,ACTIVE,2020-06-04,
A001187,SAVINGS,CLOSED,2018-10-02,2025-02-21
A001188,TRANSACTION,ACTIVE,2019-11-18,
A001189,TRANSACTION,ACTIVE,2021-10-13,
A001190,TRANSACTION,CLOSED,2019-04-19,2020-06-10
A001191,TRANSACTION,ACTIVE,2024-12-16,
A001192,SAVINGS,ACTIVE,2024-07-03,
A001193,SAVINGS,ACTIVE,2021-10-11,
A001194,TRANSACTION,ACTIVE,2022-11-30,
A001195,TRANSACTION,ACTIVE,2018-05-06,
A001196,TRANSACTION,ACTIVE,2022-09-23,
A001197,SAVINGS,DORMANT,2023-12-29,
A001198,SAVINGS,ACTIVE,2022-06-26,
A001199,TRANSACTION,DORMANT,2018-08-18,
A001200,TRANSACTION,DORMANT,2023-03-02,
A001201,TRANSACTION,ACTIVE,2020-03-07,
A001202,SAVINGS,DORMANT,2020-01-08,
A001203,SAVINGS,ACTIVE,2023-08-09,
A001204,TRANSACTION,ACTIVE,2026-07-30,
A001205,SAVINGS,ACTIVE,2022-08-06,
A001206,SAVINGS,ACTIVE,2019-05-04,
A001207,TRANSACTION,ACTIVE,2023-12-12,
A001208,SAVINGS,DORMANT,2018-04-27,
A001209,TRANSACTION,ACTIVE,2026-08-14,
A001210,TRANSACTION,ACTIVE,2023-12-01,
A001211,SAVINGS,ACTIVE,2025-08-01,
A001212,TRANSACTION,ACTIVE,2023-05-18,
A001213,TRANSACTION,DORMANT,2022-01-22,
A001214,TRANSACTION,ACTIVE,2026-08-10,
A001215,TRANSACTION,ACTIVE,2020-03-19,
A001216,TRANSACTION,ACTIVE,2021-12-30,
A001217,TRANSACTION,ACTIVE,2021-01-26,
A001218,SAVINGS,ACTIVE,2020-09-16,
A001219,SAVINGS,DORMANT,2025-11-15,
A001220,TRANSACTION,DORMANT,2023-06-21,
A001221,SAVINGS,ACTIVE,2018-05-13,
A001222,SAVINGS,ACTIVE,2019-09-19,
A001223,TRANSACTION,ACTIVE,2020-05-24,
A001224,SAVINGS,DORMANT,2024-05-19,
A001225,SAVINGS,ACTIVE,2020-04-13,
A001226,SAVINGS,ACTIVE,2024-06-28,
A001227,SAVINGS,ACTIVE,2021-06-05,
A001228,TRANSACTION,ACTIVE,2020-02-20,
A001229,TRANSACTION,ACTIVE,2024-05-07,
A001230,SAVINGS,ACTIVE,2020-06-21,
A001231,TRANSACTION,ACTIVE,2019-07-05,
A001232,TRANSACTION,ACTIVE,2025-02-26,
A001233,TRANSACTION,ACTIVE,2019-03-07,
A001234,SAVINGS,ACTIVE,2023-12-13,
A001235,SAVINGS,ACTIVE,2021-11-14,
A001236,TRANSACTION,ACTIVE,2018-05-01,
A001237,SAVINGS,ACTIVE,2018-10-12,
A001238,TRANSACTION,ACTIVE,2020-07-02,
A001239,TRANSACTION,ACTIVE,2025-10-12,
A001240,TRANSACTION,ACTIVE,2019-11-21,
A001241,TRANSACTION,ACTIVE,2023-03-12,
A001242,TRANSACTION,ACTIVE,2022-05-26,
A001243,SAVINGS,ACTIVE,2025-10-02,
A001244,SAVINGS,ACTIVE,2025-08-30,
A001245,TRANSACTION,ACTIVE,2022-10-24,
A001246,SAVINGS,ACTIVE,2021-12-15,
A001247,TRANSACTION,ACTIVE,2024-10-18,
A001248,SAVINGS,ACTIVE,2018-10-23,
A001249,TRANSACTION,ACTIVE,2020-05-08,
A001250,SAVINGS,ACTIVE,2018-11-30,
A000100,SAVINGS,ACTIVE,2022-04-18,
A_BADTYPE,CHEQUE,ACTIVE,2021-03-01,
A_BADDATES,TRANSACTION,CLOSED,2025-09-15,2024-09-15
