transaction_id,account_id,transaction_timestamp,transaction_type,channel_code,amount,currency_code,status
T00020858,A000286,2021-09-28 00:26:22,WITHDRAWAL,ATM,1550.00,ZAR,SUCCESSFUL
T00020859,A000984,2021-11-30 18:45:23,PURCHASE,CARD,360.10,ZAR,SUCCESSFUL
T00020860,A000194,2026-01-29 10:21:16,TRANSFER,APP,19589.64,ZAR,SUCCESSFUL
T00020861,A000029,2023-03-14 14:11:23,DEPOSIT,ATM,1689.51,ZAR,SUCCESSFUL
T00020862,A001096,2025-11-09 03:52:08,PURCHASE,CARD,376.44,ZAR,SUCCESSFUL
T00020863,A000780,2026-01-04 11:45:21,PURCHASE,CARD,129.56,ZAR,FAILED
T00020864,A000695,2026-06-15 19:50:50,PURCHASE,CARD,147.37,ZAR,SUCCESSFUL
T00020865,A000393,2024-11-16 13:44:08,PURCHASE,CARD,272.78,ZAR,FAILED
T00020866,A000611,2022-12-26 02:17:45,WITHDRAWAL,ATM,850.00,ZAR,SUCCESSFUL
T00020867,A001184,2026-03-18 08:30:25,TRANSFER,APP,9531.52,ZAR,SUCCESSFUL
T00020868,A000845,2026-07-26 19:07:22,PURCHASE,APP,68.29,ZAR,SUCCESSFUL
T00020869,A000197,2025-03-01 21:17:28,DEPOSIT,ATM,7976.32,ZAR,SUCCESSFUL
T00020870,A000307,2022-05-30 23:53:28,WITHDRAWAL,ATM,1100.00,ZAR,SUCCESSFUL
T00020871,A000689,2026-08-31 23:49:26,TRANSFER,APP,4834.23,ZAR,SUCCESSFUL
T00020872,A001125,2024-11-22 19:58:46,PURCHASE,CARD,243.72,ZAR,SUCCESSFUL
T00020873,A000021,2025-11-02 21:33:41,DEPOSIT,ATM,1374.87,ZAR,SUCCESSFUL
T00020874,A000329,2026-07-11 23:37:01,PURCHASE,CARD,155.49,ZAR,SUCCESSFUL
T00020875,A000885,2025-03-17 03:56:29,DEPOSIT,APP,4080.03,ZAR,SUCCESSFUL
T00020876,A000351,2025-08-19 07:53:35,PURCHASE,CARD,257.61,ZAR,SUCCESSFUL
T00020877,A001192,2025-03-21 20:33:37,PURCHASE,CARD,282.60,ZAR,SUCCESSFUL
T00020878,A001213,2026-04-01 01:32:55,DEPOSIT,ATM,4933.39,ZAR,SUCCESSFUL
T00020879,A000984,2021-07-02 22:24:53,PURCHASE,CARD,217.87,ZAR,SUCCESSFUL
T00020880,A000614,2023-03-07 21:44:07,PURCHASE,CARD,134.72,ZAR,SUCCESSFUL
T00020881,A000530,2026-01-14 03:49:23,WITHDRAWAL,ATM,2100.00,ZAR,SUCCESSFUL
T00020882,A000505,2022-04-26 14:32:15,WITHDRAWAL,ATM,2000.00,ZAR,SUCCESSFUL
T00020883,A000031,2025-04-11 14:41:05,WITHDRAWAL,ATM,1450.00,ZAR,SUCCESSFUL
T00020884,A000370,2024-10-16 17:16:50,PURCHASE,CARD,146.37,ZAR,SUCCESSFUL
T00020885,A000119,2025-01-30 07:59:03,PURCHASE,CARD,434.45,ZAR,SUCCESSFUL
T00020886,A000284,2026-04-11 03:43:53,TRANSFER,APP,9812.83,ZAR,SUCCESSFUL
T00020887,A001143,2025-10-26 13:58:17,PURCHASE,CARD,408.67,ZAR,SUCCESSFUL
T00020888,A000657,2022-06-28 03:21:02,PURCHASE,APP,220.38,ZAR,SUCCESSFUL
T00020889,A000600,2022-11-21 08:33:03,PURCHASE,CARD,322.80,ZAR,SUCCESSFUL
T00020890,A000567,2026-07-26 19:49:55,PURCHASE,CARD,653.59,ZAR,SUCCESSFUL
T00020891,A000133,2024-05-22 06:24:36,TRANSFER,ATM,12192.60,ZAR,SUCCESSFUL
T00020892,A000736,2023-10-13 19:59:42,PURCHASE,APP,468.05,ZAR,SUCCESSFUL
T00020893,A000312,2025-01-26 21:17:57,PURCHASE,CARD,386.88,ZAR,SUCCESSFUL
T00020894,A000117,2025-03-25 13:44:11,PURCHASE,CARD,289.80,ZAR,SUCCESSFUL
T00020895,A000607,2026-03-17 21:57:23,PURCHASE,CARD,748.48,ZAR,SUCCESSFUL
T00020896,A000283,2020-12-29 11:11:44,PURCHASE,CARD,90.39,ZAR,SUCCESSFUL
T00020897,A000354,2026-01-23 10:53:33,PURCHASE,CARD,542.41,ZAR,SUCCESSFUL
T00020898,A000890,2025-03-10 15:38:56,PURCHASE,CARD,125.17,ZAR,SUCCESSFUL
T00020899,A000008,2026-04-27 04:02:39,TRANSFER,APP,9540.48,ZAR,SUCCESSFUL
T00020900,A000832,2025-07-30 22:20:22,WITHDRAWAL,ATM,2800.00,ZAR,SUCCESSFUL
T00020901,A000317,2025-03-28 03:58:11,PURCHASE,CARD,107.39,ZAR,FAILED
T00020902,A000520,2026-07-04 13:05:27,PURCHASE,CARD,1186.66,ZAR,SUCCESSFUL
T00020903,A000109,2025-08-30 14:01:15,PURCHASE,CARD,495.99,ZAR,SUCCESSFUL
T00020904,A000663,2022-09-25 01:52:46,WITHDRAWAL,ATM,700.00,ZAR,SUCCESSFUL
T00020905,A000491,2026-08-15 09:50:07,TRANSFER,APP,19205.44,ZAR,SUCCESSFUL
T00020906,A000933,2025-09-25 20:49:05,PURCHASE,CARD,234.71,ZAR,SUCCESSFUL
T00020907,A000638,2022-06-19 21:57:15,PURCHASE,APP,214.26,ZAR,SUCCESSFUL
T00020908,A001158,2025-05-24 03:11:51,PURCHASE,CARD,102.09,ZAR,SUCCESSFUL
T00020909,A000821,2025-08-09 08:43:44,PURCHASE,CARD,98.80,ZAR,SUCCESSFUL
T00020910,A000426,2025-12-13 15:38:10,PURCHASE,APP,432.33,ZAR,SUCCESSFUL
T00020911,A000663,2023-11-21 21:11:53,PURCHASE,CARD,403.26,ZAR,SUCCESSFUL
T00020912,A000301,2025-10-21 07:03:01,DEPOSIT,APP,4582.90,ZAR,FAILED
T00020913,A001196,2024-10-02 23:59:04,PURCHASE,CARD,477.22,ZAR,SUCCESSFUL
T00020914,A001157,2026-02-10 04:50:58,WITHDRAWAL,ATM,2800.00,ZAR,SUCCESSFUL
T00020915,A001202,2020-02-15 21:12:10,PURCHASE,CARD,208.07,ZAR,SUCCESSFUL
T00020916,A000670,2025-08-15 17:20:36,DEPOSIT,ATM,1929.25,ZAR,SUCCESSFUL
T00020917,A000970,2023-02-04 00:19:51,PURCHASE,CARD,265.10,ZAR,SUCCESSFUL
T00020918,A000255,2020-06-10 11:57:12,WITHDRAWAL,ATM,1000.00,ZAR,SUCCESSFUL
T00020919,A001065,2026-02-10 19:51:23,WITHDRAWAL,ATM,2400.00,ZAR,SUCCESSFUL
T00020920,A000386,2022-02-22 04:00:14,PURCHASE,CARD,923.03,ZAR,SUCCESSFUL
T00020921,A000026,2026-04-10 03:00:21,TRANSFER,APP,7039.51,ZAR,SUCCESSFUL
T00020922,A000750,2024-10-14 18:25:29,PURCHASE,CARD,428.43,ZAR,SUCCESSFUL
T00020923,A000945,2022-06-09 17:40:36,PURCHASE,APP,257.58,ZAR,SUCCESSFUL
T00020924,A000378,2025-06-21 12:57:02,TRANSFER,APP,9471.90,ZAR,SUCCESSFUL
T00020925,A000562,2025-10-23 09:07:00,PURCHASE,CARD,480.81,ZAR,SUCCESSFUL
T00020926,A001178,2023-08-20 01:30:49,PURCHASE,CARD,165.05,ZAR,SUCCESSFUL
T00020927,A000702,2025-11-11 12:45:23,PURCHASE,CARD,91.37,ZAR,SUCCESSFUL
T00020928,A000907,2025-01-16 18:12:52,PURCHASE,CARD,394.55,ZAR,SUCCESSFUL
T00020929,A001213,2024-09-23 02:55:48,PURCHASE,CARD,129.77,ZAR,SUCCESSFUL
T00020930,A000892,2020-05-07 15:48:31,PURCHASE,APP,329.11,ZAR,SUCCESSFUL
T00020931,A001086,2023-09-21 16:30:24,DEPOSIT,APP,7163.63,ZAR,SUCCESSFUL
T00020932,A000067,2026-07-24 05:20:46,PURCHASE,CARD,276.51,ZAR,SUCCESSFUL
T00020933,A000303,2020-01-06 15:38:10,TRANSFER,APP,3100.23,ZAR,SUCCESSFUL
T00020934,A001144,2021-05-01 16:15:54,DEPOSIT,ATM,3246.87,ZAR,SUCCESSFUL
T00020935,A000156,2025-07-29 14:57:15,PURCHASE,CARD,552.86,ZAR,SUCCESSFUL
T00020936,A001069,2026-06-14 17:19:47,DEPOSIT,APP,4356.48,ZAR,SUCCESSFUL
T00020937,A000598,2024-06-11 13:03:02,PURCHASE,APP,158.14,ZAR,SUCCESSFUL
T00020938,A000576,2023-02-10 08:45:47,TRANSFER,APP,18231.42,ZAR,SUCCESSFUL
T00020939,A000769,2020-09-21 21:16:37,PURCHASE,CARD,246.84,ZAR,SUCCESSFUL
T00020940,A001147,2026-02-19 16:17:41,PURCHASE,CARD,53.94,ZAR,SUCCESSFUL
T00020941,A000541,2025-08-13 05:57:58,DEPOSIT,ATM,2993.94,ZAR,SUCCESSFUL
T00020942,A000724,2024-01-20 06:10:59,PURCHASE,CARD,126.40,ZAR,SUCCESSFUL
T00020943,A001181,2024-11-27 11:27:41,PURCHASE,CARD,170.56,ZAR,SUCCESSFUL
T00020944,A001039,2024-04-27 17:04:59,PURCHASE,CARD,290.38,ZAR,SUCCESSFUL
T00020945,A001123,2021-05-28 03:11:41,PURCHASE,CARD,53.35,ZAR,SUCCESSFUL
T00020946,A000960,2026-08-10 04:34:43,WITHDRAWAL,ATM,3000.00,ZAR,SUCCESSFUL
T00020947,A000654,2026-08-18 06:22:32,PURCHASE,CARD,150.93,ZAR,SUCCESSFUL
T00020948,A001172,2019-10-12 05:01:37,PURCHASE,APP,541.74,ZAR,SUCCESSFUL
T00020949,A001168,2024-12-28 22:38:11,PURCHASE,CARD,454.00,ZAR,SUCCESSFUL
T00020950,A000853,2020-04-29 06:31:55,TRANSFER,APP,16401.80,ZAR,SUCCESSFUL
T00020951,A000992,2026-01-05 11:27:25,PURCHASE,CARD,300.43,ZAR,SUCCESSFUL
T00020952,A000453,2026-08-25 08:42:17,DEPOSIT,ATM,6581.42,ZAR,SUCCESSFUL
T00020953,A000267,2024-10-05 15:51:24,TRANSFER,APP,1507.26,ZAR,SUCCESSFUL
T00020954,A000942,2026-07-29 23:26:07,TRANSFER,APP,19019.94,ZAR,SUCCESSFUL
T00020955,A000802,2026-08-23 02:34:12,WITHDRAWAL,ATM,1950.00,ZAR,SUCCESSFUL
T00020956,A000283,2025-09-25 09:58:54,PURCHASE,CARD,78.70,ZAR,SUCCESSFUL
T00020957,A000082,2021-05-01 19:50:39,WITHDRAWAL,ATM,100.00,ZAR,SUCCESSFUL
T00020958,A001074,2025-04-21 18:30:56,PURCHASE,CARD,431.73,ZAR,SUCCESSFUL
T00020959,A000907,2026-06-10 00:56:14,PURCHASE,APP,242.18,ZAR,SUCCESSFUL
T00020960,A001086,2024-10-14 15:38:31,PURCHASE,CARD,944.93,ZAR,SUCCESSFUL
T00020961,A000887,2024-05-22 13:00:38,WITHDRAWAL,ATM,1150.00,ZAR,SUCCESSFUL
T00020962,A000989,2021-04-10 00:34:49,PURCHASE,CARD,880.36,ZAR,SUCCESSFUL
T00020963,A000440,2023-05-26 05:15:23,PURCHASE,CARD,98.33,ZAR,SUCCESSFUL
T00020964,A000247,2023-11-25 23:33:50,PURCHASE,CARD,242.05,ZAR,SUCCESSFUL
T00020965,A001031,2022-09-16 15:23:04,PURCHASE,CARD,2450.56,ZAR,SUCCESSFUL
T00020966,A000669,2026-05-10 20:38:42,PURCHASE,CARD,81.35,ZAR,SUCCESSFUL
T00020967,A001107,2021-09-26 05:19:37,TRANSFER,APP,14237.84,ZAR,SUCCESSFUL
T00020968,A000549,2023-08-26 08:56:11,TRANSFER,APP,15847.17,ZAR,SUCCESSFUL
T00020969,A000646,2026-08-07 16:39:04,WITHDRAWAL,ATM,800.00,ZAR,SUCCESSFUL
T00020970,A000734,2021-12-04 03:45:01,DEPOSIT,APP,807.77,ZAR,SUCCESSFUL
T00020971,A000350,2024-09-29 20:22:42,PURCHASE,CARD,72.68,ZAR,SUCCESSFUL
T00020972,A000714,2026-08-18 18:26:52,PURCHASE,CARD,244.29,ZAR,SUCCESSFUL
T00020973,A000096,2024-08-08 09:14:10,PURCHASE,CARD,256.41,ZAR,SUCCESSFUL
T00020974,A000205,2019-08-03 07:42:19,PURCHASE,APP,285.06,ZAR,SUCCESSFUL
T00020975,A000602,2026-08-07 22:03:01,DEPOSIT,ATM,8195.56,ZAR,SUCCESSFUL
T00020976,A000648,2023-11-26 07:40:40,PURCHASE,CARD,297.78,ZAR,SUCCESSFUL
T00020977,A000783,2026-04-03 11:46:33,PURCHASE,CARD,725.55,ZAR,SUCCESSFUL
T00020978,A000351,2025-11-24 14:11:52,PURCHASE,CARD,928.80,ZAR,SUCCESSFUL
T00020979,A000427,2025-11-17 01:10:05,TRANSFER,APP,1815.29,ZAR,SUCCESSFUL
T00020980,A000128,2026-04-23 13:25:52,WITHDRAWAL,ATM,1800.00,ZAR,SUCCESSFUL
T00020981,A000616,2025-06-02 14:19:52,PURCHASE,CARD,327.00,ZAR,SUCCESSFUL
T00020982,A000801,2025-08-23 04:17:46,PURCHASE,APP,172.08,ZAR,SUCCESSFUL
T00020983,A000020,2026-02-28 11:13:43,PURCHASE,CARD,46.52,ZAR,SUCCESSFUL
T00020984,A000162,2024-11-30 09:13:15,PURCHASE,CARD,303.85,ZAR,SUCCESSFUL
T00020985,A000232,2023-12-24 22:46:26,PURCHASE,CARD,707.89,ZAR,SUCCESSFUL
T00020986,A000063,2024-09-25 14:50:56,PURCHASE,CARD,782.39,ZAR,SUCCESSFUL
T00020987,A001106,2018-10-28 16:08:52,PURCHASE,CARD,298.58,ZAR,SUCCESSFUL
T00020988,A000440,2022-12-17 16:36:28,PURCHASE,APP,60.07,ZAR,SUCCESSFUL
T00020989,A000585,2025-09-28 12:57:49,WITHDRAWAL,ATM,1300.00,ZAR,SUCCESSFUL
T00020990,A000224,2025-09-22 06:37:37,WITHDRAWAL,ATM,350.00,ZAR,SUCCESSFUL
T00020991,A000802,2023-10-15 03:45:05,TRANSFER,APP,18790.72,ZAR,SUCCESSFUL
T00020992,A000533,2023-04-11 22:30:06,TRANSFER,APP,6194.60,ZAR,SUCCESSFUL
T00020993,A000667,2020-08-04 07:14:13,DEPOSIT,ATM,5187.10,ZAR,SUCCESSFUL
T00020994,A001130,2019-12-14 10:36:58,PURCHASE,APP,235.36,ZAR,SUCCESSFUL
T00020995,A000073,2026-03-30 22:55:34,PURCHASE,CARD,155.13,ZAR,SUCCESSFUL
T00020996,A001109,2024-11-20 03:11:59,DEPOSIT,APP,4533.27,ZAR,SUCCESSFUL
T00020997,A000657,2020-10-25 15:08:18,PURCHASE,APP,62.85,ZAR,SUCCESSFUL
T00020998,A001211,2025-08-14 00:30:16,WITHDRAWAL,ATM,1950.00,ZAR,SUCCESSFUL
T00020999,A000750,2025-10-21 01:12:57,PURCHASE,CARD,191.83,ZAR,SUCCESSFUL
T00021000,A001237,2019-10-01 02:53:32,PURCHASE,CARD,363.43,ZAR,SUCCESSFUL
T00021001,A000870,2024-12-15 17:49:22,WITHDRAWAL,ATM,1900.00,ZAR,SUCCESSFUL
T00021002,A000199,2026-06-28 06:08:20,TRANSFER,APP,3726.19,ZAR,SUCCESSFUL
T00021003,A001245,2025-07-31 01:11:15,DEPOSIT,APP,1777.04,ZAR,SUCCESSFUL
T00021004,A000546,2026-07-03 20:22:19,TRANSFER,APP,13510.27,ZAR,SUCCESSFUL
T00021005,A000139,2026-04-26 23:23:51,PURCHASE,APP,509.23,ZAR,SUCCESSFUL
T00021006,A000537,2026-06-21 14:33:36,PURCHASE,APP,102.73,ZAR,SUCCESSFUL
T00021007,A000028,2023-12-02 10:20:56,PURCHASE,CARD,329.46,ZAR,FAILED
T00021008,A000602,2026-08-23 14:16:29,PURCHASE,CARD,242.00,ZAR,SUCCESSFUL
T00021009,A000572,2023-02-04 06:28:39,PURCHASE,CARD,300.57,ZAR,SUCCESSFUL
T00021010,A001174,2023-01-05 12:40:06,PURCHASE,APP,2155.54,ZAR,SUCCESSFUL
T00021011,A000681,2024-01-06 04:04:16,TRANSFER,APP,12685.31,ZAR,SUCCESSFUL
T00021012,A000224,2025-02-26 06:19:14,PURCHASE,CARD,121.81,ZAR,SUCCESSFUL
T00021013,A000121,2025-03-27 19:07:15,PURCHASE,APP,37.15,ZAR,SUCCESSFUL
T00021014,A000555,2023-10-12 18:56:17,TRANSFER,APP,10942.76,ZAR,REVERSED
T00021015,A000492,2026-08-29 12:39:31,PURCHASE,CARD,270.95,ZAR,SUCCESSFUL
T00021016,A000056,2026-05-10 11:19:34,TRANSFER,APP,2675.72,ZAR,SUCCESSFUL
T00021017,A000433,2024-09-15 15:19:17,TRANSFER,APP,19535.13,ZAR,SUCCESSFUL
T00021018,A000389,2022-11-09 21:47:44,PURCHASE,APP,200.07,ZAR,SUCCESSFUL
T00021019,A000995,2023-07-13 08:35:28,WITHDRAWAL,ATM,650.00,ZAR,SUCCESSFUL
T00021020,A000140,2026-06-02 14:07:56,TRANSFER,APP,18952.67,ZAR,SUCCESSFUL
T00021021,A000987,2018-11-11 20:12:15,PURCHASE,CARD,144.42,ZAR,SUCCESSFUL
T00021022,A001198,2022-12-24 20:33:17,TRANSFER,APP,9932.80,ZAR,SUCCESSFUL
T00021023,A000242,2026-08-07 17:14:42,TRANSFER,APP,8634.80,ZAR,SUCCESSFUL
T00021024,A001244,2026-08-30 09:05:56,WITHDRAWAL,ATM,100.00,ZAR,SUCCESSFUL
T00021025,A001108,2026-06-17 14:27:11,TRANSFER,APP,1094.16,ZAR,SUCCESSFUL
T00021026,A000578,2019-08-05 05:56:15,PURCHASE,CARD,153.33,ZAR,SUCCESSFUL
T00021027,A000866,2025-03-25 03:51:28,PURCHASE,CARD,1553.86,ZAR,SUCCESSFUL
T00021028,A000280,2025-08-22 20:26:25,PURCHASE,APP,49.81,ZAR,SUCCESSFUL
T00021029,A000805,2024-07-15 00:30:52,DEPOSIT,ATM,3022.31,ZAR,SUCCESSFUL
T00021030,A000408,2025-02-02 21:26:19,WITHDRAWAL,ATM,1900.00,ZAR,SUCCESSFUL
T00021031,A000398,2025-09-15 18:50:15,WITHDRAWAL,ATM,1700.00,ZAR,SUCCESSFUL
T00021032,A000222,2022-07-03 18:42:38,WITHDRAWAL,ATM,450.00,ZAR,SUCCESSFUL
T00021033,A001084,2025-10-09 18:29:56,PURCHASE,CARD,469.30,ZAR,SUCCESSFUL
T00021034,A000373,2022-05-14 14:10:11,PURCHASE,CARD,419.45,ZAR,SUCCESSFUL
T00021035,A000666,2021-10-02 05:18:36,PURCHASE,CARD,92.34,ZAR,SUCCESSFUL
T00021036,A001229,2025-11-02 22:29:25,DEPOSIT,ATM,9847.92,ZAR,SUCCESSFUL
T00021037,A000993,2022-08-17 03:53:00,WITHDRAWAL,ATM,1150.00,ZAR,SUCCESSFUL
T00021038,A000534,2019-03-12 18:03:49,PURCHASE,CARD,35.65,ZAR,SUCCESSFUL
T00021039,A001167,2023-03-20 23:31:05,PURCHASE,CARD,224.69,ZAR,SUCCESSFUL
T00021040,A000914,2025-04-25 05:16:04,PURCHASE,CARD,377.46,ZAR,SUCCESSFUL
T00021041,A001020,2023-06-28 19:38:08,WITHDRAWAL,ATM,2650.00,ZAR,SUCCESSFUL
T00021042,A000715,2024-08-09 05:57:02,PURCHASE,APP,208.96,ZAR,REVERSED
T00021043,A000106,2023-08-31 04:28:22,PURCHASE,APP,341.92,ZAR,SUCCESSFUL
T00021044,A000121,2025-11-10 02:45:51,PURCHASE,CARD,138.15,ZAR,SUCCESSFUL
T00021045,A000530,2025-12-07 06:21:10,PURCHASE,CARD,283.04,ZAR,SUCCESSFUL
T00021046,A000050,2025-12-12 22:37:53,PURCHASE,CARD,283.36,ZAR,SUCCESSFUL
T00021047,A001057,2026-06-07 13:02:19,DEPOSIT,ATM,1211.65,ZAR,SUCCESSFUL
T00021048,A000757,2024-05-18 05:49:59,PURCHASE,CARD,295.93,ZAR,SUCCESSFUL
T00021049,A000437,2025-04-01 08:25:34,TRANSFER,APP,3032.63,ZAR,SUCCESSFUL
T00021050,A000636,2025-05-04 17:41:13,PURCHASE,CARD,558.59,ZAR,SUCCESSFUL
T00021051,A000179,2026-04-07 10:18:50,WITHDRAWAL,ATM,2250.00,ZAR,SUCCESSFUL
T00021052,A000015,2024-02-12 01:25:49,PURCHASE,APP,259.92,ZAR,SUCCESSFUL
T00021053,A000446,2023-10-02 13:23:23,DEPOSIT,ATM,2212.87,ZAR,SUCCESSFUL
T00021054,A000388,2020-08-10 01:02:47,PURCHASE,CARD,361.06,ZAR,SUCCESSFUL
T00021055,A000703,2025-10-19 07:55:39,PURCHASE,APP,342.90,ZAR,SUCCESSFUL
T00021056,A000806,2022-12-05 16:08:13,PURCHASE,CARD,543.24,ZAR,SUCCESSFUL
T00021057,A000806,2025-08-09 22:51:03,PURCHASE,CARD,75.61,ZAR,SUCCESSFUL
T00021058,A000732,2021-06-08 14:12:12,PURCHASE,CARD,200.82,ZAR,SUCCESSFUL
T00021059,A000245,2026-08-25 00:32:24,PURCHASE,CARD,426.60,ZAR,SUCCESSFUL
T00021060,A000613,2021-03-18 00:56:23,PURCHASE,CARD,35.47,ZAR,SUCCESSFUL
T00021061,A000033,2024-02-10 06:55:20,PURCHASE,CARD,200.29,ZAR,SUCCESSFUL
T00021062,A001012,2025-01-29 08:21:30,PURCHASE,CARD,400.65,ZAR,SUCCESSFUL
T00021063,A000880,2024-08-16 22:28:45,TRANSFER,APP,19297.13,ZAR,SUCCESSFUL
T00021064,A000304,2025-09-07 01:31:28,PURCHASE,CARD,463.99,ZAR,SUCCESSFUL
T00021065,A000055,2026-08-26 01:31:55,WITHDRAWAL,ATM,3000.00,ZAR,SUCCESSFUL
T00021066,A000812,2023-12-22 10:27:19,PURCHASE,CARD,227.61,ZAR,SUCCESSFUL
T00021067,A000610,2022-12-03 11:16:50,PURCHASE,CARD,1157.25,ZAR,SUCCESSFUL
T00021068,A001207,2025-05-10 12:16:02,PURCHASE,CARD,172.11,ZAR,SUCCESSFUL
T00021069,A000550,2025-01-15 20:41:38,PURCHASE,CARD,132.97,ZAR,SUCCESSFUL
T00021070,A000778,2026-05-23 08:25:09,PURCHASE,APP,658.80,ZAR,SUCCESSFUL
T00021071,A000689,2026-01-31 06:11:08,PURCHASE,CARD,536.21,ZAR,SUCCESSFUL
T00021072,A000549,2018-11-27 11:03:19,PURCHASE,APP,328.26,ZAR,SUCCESSFUL
T00021073,A001028,2022-01-13 21:23:24,PURCHASE,CARD,208.37,ZAR,SUCCESSFUL
T00021074,A001182,2026-08-08 20:28:03,PURCHASE,APP,568.63,ZAR,SUCCESSFUL
T00021075,A000695,2026-07-02 12:40:09,DEPOSIT,APP,7427.02,ZAR,SUCCESSFUL
T00021076,A000767,2024-08-01 18:30:53,TRANSFER,APP,10654.19,ZAR,SUCCESSFUL
T00021077,A000088,2024-05-05 16:44:35,PURCHASE,CARD,162.57,ZAR,SUCCESSFUL
T00021078,A001192,2026-07-24 23:03:20,TRANSFER,APP,9026.26,ZAR,SUCCESSFUL
T00021079,A000553,2021-09-27 14:45:01,PURCHASE,CARD,503.07,ZAR,FAILED
T00021080,A000283,2020-05-26 18:13:25,TRANSFER,ATM,12862.71,ZAR,SUCCESSFUL
T00021081,A000554,2018-01-30 22:14:07,PURCHASE,CARD,304.50,ZAR,SUCCESSFUL
T00021082,A000853,2024-06-27 22:05:48,PURCHASE,CARD,198.62,ZAR,SUCCESSFUL
T00021083,A000375,2026-06-17 13:55:36,PURCHASE,CARD,389.03,ZAR,SUCCESSFUL
T00021084,A001163,2021-11-24 14:11:45,WITHDRAWAL,ATM,2500.00,ZAR,SUCCESSFUL
T00021085,A000692,2024-03-28 03:41:19,PURCHASE,CARD,429.92,ZAR,SUCCESSFUL
T00021086,A000295,2021-02-13 23:28:33,PURCHASE,CARD,107.08,ZAR,SUCCESSFUL
T00021087,A000899,2025-02-02 13:07:58,PURCHASE,CARD,264.70,ZAR,SUCCESSFUL
T00021088,A000272,2026-02-16 10:17:35,PURCHASE,CARD,413.16,ZAR,SUCCESSFUL
T00021089,A000507,2026-08-27 08:26:56,PURCHASE,CARD,270.14,ZAR,SUCCESSFUL
T00021090,A000585,2025-07-29 16:26:52,DEPOSIT,APP,3464.86,ZAR,SUCCESSFUL
T00021091,A000494,2022-12-17 20:03:56,TRANSFER,APP,8752.30,ZAR,SUCCESSFUL
T00021092,A000014,2024-04-11 22:50:29,DEPOSIT,ATM,7989.16,ZAR,SUCCESSFUL
T00021093,A000684,2019-08-09 15:14:21,DEPOSIT,ATM,4252.28,ZAR,SUCCESSFUL
T00021094,A000348,2024-05-26 18:41:42,WITHDRAWAL,ATM,1250.00,ZAR,SUCCESSFUL
T00021095,A000564,2026-07-04 05:02:11,TRANSFER,APP,10033.26,ZAR,SUCCESSFUL
T00021096,A000389,2022-12-07 13:37:46,PURCHASE,CARD,229.06,ZAR,SUCCESSFUL
T00021097,A000987,2019-05-26 23:03:01,PURCHASE,CARD,2936.43,ZAR,SUCCESSFUL
T00021098,A000264,2024-10-26 12:25:16,WITHDRAWAL,ATM,450.00,ZAR,SUCCESSFUL
T00021099,A000883,2026-04-17 05:16:23,PURCHASE,APP,293.35,ZAR,SUCCESSFUL
T00021100,A000230,2025-11-20 08:30:17,WITHDRAWAL,ATM,2500.00,ZAR,SUCCESSFUL
T00021101,A000061,2026-02-19 00:49:51,TRANSFER,APP,12728.00,ZAR,SUCCESSFUL
T00021102,A001088,2026-06-04 11:13:52,DEPOSIT,ATM,1708.12,ZAR,SUCCESSFUL
T00021103,A000599,2026-07-18 12:32:35,PURCHASE,CARD,1160.05,ZAR,SUCCESSFUL
T00021104,A000556,2026-08-17 17:59:28,PURCHASE,CARD,236.31,ZAR,SUCCESSFUL
T00021105,A000546,2026-03-31 16:17:18,PURCHASE,APP,200.26,ZAR,SUCCESSFUL
T00021106,A000498,2022-05-30 19:23:11,WITHDRAWAL,ATM,700.00,ZAR,SUCCESSFUL
T00021107,A001108,2024-08-04 08:15:08,TRANSFER,APP,10780.91,ZAR,SUCCESSFUL
T00021108,A000394,2024-02-06 09:42:35,WITHDRAWAL,ATM,2250.00,ZAR,SUCCESSFUL
T00021109,A000563,2021-03-07 21:25:32,TRANSFER,APP,6785.58,ZAR,SUCCESSFUL
T00021110,A000328,2023-10-29 10:41:55,WITHDRAWAL,ATM,2250.00,ZAR,SUCCESSFUL
T00021111,A001018,2025-09-06 19:01:22,TRANSFER,APP,8788.54,ZAR,SUCCESSFUL
T00021112,A000172,2025-03-20 11:36:46,WITHDRAWAL,ATM,1900.00,ZAR,SUCCESSFUL
T00021113,A000445,2026-08-03 11:25:08,PURCHASE,CARD,463.79,ZAR,SUCCESSFUL
T00021114,A000208,2024-01-20 06:21:15,WITHDRAWAL,ATM,500.00,ZAR,SUCCESSFUL
T00021115,A001222,2026-06-24 13:45:02,PURCHASE,APP,1998.52,ZAR,SUCCESSFUL
T00021116,A001138,2022-06-06 18:03:44,DEPOSIT,ATM,3482.07,ZAR,SUCCESSFUL
T00021117,A000622,2025-07-21 09:23:36,PURCHASE,CARD,160.47,ZAR,SUCCESSFUL
T00021118,A001066,2025-11-21 11:44:49,DEPOSIT,ATM,9386.66,ZAR,SUCCESSFUL
T00021119,A000899,2025-07-26 06:02:52,DEPOSIT,APP,3432.86,ZAR,SUCCESSFUL
T00021120,A000433,2020-01-16 22:26:34,PURCHASE,APP,119.64,ZAR,SUCCESSFUL
T00021121,A000972,2025-04-17 02:31:51,PURCHASE,CARD,640.49,ZAR,SUCCESSFUL
T00021122,A000872,2022-06-03 06:37:55,PURCHASE,CARD,470.78,ZAR,SUCCESSFUL
